Lname,Fname,Alias,Gender,Age,Color,Day,Month,Year,Date,FullDate,TimelineDate,City,County,State,Children,Literate,Armed,Transportation,Enslaver,Reward,CityState,Long,Lat
Jackson,Anna Maria,<i>None/Unknown</i>,Female,40,Black,null,11,1858,Nov 1858,November 1858,,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,Mrs. Mary Hurley,<i>None/Unknown</i>,MD,-76.641273,39.045753
Jackson,Mary Ann,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,11,1858,Nov 1858,November 1858,,null,Howard County,MD,No,No,No,<i>Unknown</i>,W. Baker & Hammond Dorsey,"$200 In-State, $300 Out",MD,-76.641273,39.045753
Dorsey,Maria,<i>None/Unknown</i>,Female,40,Black,null,9,1856,Sept 1856,Septembert 1856,,null,<i>County Unknown</i>,MD,Yes,No,No,<i>Unknown</i>,James Kinny,<i>None/Unknown</i>,MD,-76.641273,39.045753
Jones,Alice,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,20,11,1855,Nov 1855,"November 20, 1855",11/20/1855,Indian Creek,Chester County,MD,No,Yes,No,<i>Unknown</i>,Dr. James Muse,<i>None/Unknown</i>,"Indian Creek, MD",-76.60997,39.06261
Foster,Emily,Ann Wood,Female,22,<i>Unknown</i>,24,12,1855,Dec 1855,"December 24, 1855",12/24/1855,Wrightstown,Baltimore County,MD,No,No,No,<i>Unknown</i>,Samuel Ward,<i>None/Unknown</i>,"Wrightstown, MD",-76.609383,39.299236
Haley,Elizabeth,Sarah Richardson,Female,21,<i>Unknown</i>,26,4,1854,Apr 1854,"April 26, 1854",4/26/1854,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,Mary Hawkins,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Brown,Rebecca,Helen Parker,Female,<i>Unknown</i>,<i>Unknown</i>,6,4,1853,Apr 1853,"April 6, 1853",4/6/1853,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,Clayton Wright,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Lewis,Laura,<i>None/Unknown</i>,Female,25,Mulatto,16,8,1855,Aug 1855,"August 16, 1855",8/16/1855,Baltimore,Baltimore County,MD,No,No,Yes,<i>Unknown</i>,Elijah J. Johnson,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Banks,Elizabeth,<i>None/Unknown</i>,Female,25,Black,17,8,1855,Aug 1855,"August 17, 1855",8/17/1855,Baltimore,Baltimore County,MD,No,No,Yes,<i>Unknown</i>,Elijah J. Johnson,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Chapman,Margaret Ann,<i>None/Unknown</i>,Female,2,Black,30,8,1856,Aug 1856,"August 30, 1856",8/30/1856,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,James Pipper,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Chapman,Emeline,<i>None/Unknown</i>,Female,25,Black,30,8,1856,Aug 1856,"August 30, 1856",8/30/1856,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,James Pipper,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Gray,Sophia,<i>None/Unknown</i>,Female,33,Mulatto,4,7,1856,Jul 1856,"July 4, 1856",7/4/1856,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,Henry Slaughter,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Knight,Mary,<i>None/Unknown</i>,Female,26,Black,4,7,1856,Jul 1856,"July 4, 1856",7/4/1856,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,James Armstrong,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Epps,Mary,Emma Brown,Female,45,Black,1,3,1855,Mar 1855,"March 1, 1855",3/1/1855,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,Lynchum,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Ennis,Lydia Ann,Lydia Ann Hemmin,Female,7,<i>Unknown</i>,10,3,1854,Mar 1854,"March 10, 1854",3/10/1854,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,Mrs. Maria Thomas,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Taylor,Mary,<i>None/Unknown</i>,Female,9,<i>Unknown</i>,23,3,1856,Mar 1856,"March 23, 1856",3/23/1856,Baltimore,Baltimore County,MD,No,No,No,Foot,Dr. B. Crain,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Taylor,Nancy,<i>None/Unknown</i>,Female,11,<i>Unknown</i>,23,3,1856,Mar 1856,"March 23, 1856",3/23/1856,Baltimore,Baltimore County,MD,No,No,No,Foot,Dr. B. Crain,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Thomas,Alice,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,26,3,1853,Mar 1853,"March 26, 1853",3/26/1853,Baltimore,Baltimore County,MD,No,No,No,Chest,James Noble,"$50 In-State, $150 Out","Baltimore, MD",-76.60926,39.29058
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,10,<i>Unknown</i>,31,5,1856,May 1856,"May 31, 1856",5/31/1856,Baltimore,Baltimore County,MD,No,No,No,Foot,Lewis Roberts,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Eglin,Harriet,<i>None/Unknown</i>,Female,29,<i>Unknown</i>,31,5,1856,May 1856,"May 31, 1856",5/31/1856,Baltimore,Baltimore County,MD,No,No,No,Foot,Charles Moondo,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
McCoy,Eliza,Ellen Saunders,Female,38,Mulatto,1,11,1854,Nov 1854,"November 1, 1854",11/1/1854,Baltimore,Baltimore County,MD,No,Yes,No,Foot,Widow Pipkins,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Parker,Ann,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,14,11,1856,Nov 1856,"November 14, 1856",11/14/1856,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,Atwood Blunt,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Cale,Ellen,Sarah Johnson,Female,18,<i>Unknown</i>,15,11,1854,Nov 1854,"November 15, 1854",11/15/1854,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,"McGill, Esq.",<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Gault,Phyllis,<i>None/Unknown</i>,Female,30,Mulatto,20,11,1855,Nov 1855,"November 20, 1855",11/20/1855,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Wilson,Sarah E.,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,20,11,1855,Nov 1855,"November 20, 1855",11/20/1855,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,F. Smith,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Taylor,Roberta,<i>None/Unknown</i>,Female,23,Mulatto,null,null,1858,null 1858,1858,,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,John S. Giddings,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Jones,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1858,null 1858,1858,,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,John S. Giddings,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Bell,Susan,<i>None/Unknown</i>,Female,4,<i>Unknown</i>,null,null,1858,null 1858,1858,,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,John S. Giddings,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Jackson,Rebecca,<i>None/Unknown</i>,Female,37,Mulatto,null,null,1858,null 1858,1858,,Baltimore,Baltimore County,MD,No,No,No,Foot,John S. Giddings,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Green,Lear,<i>None/Unknown</i>,Female,18,Black,27,null,null,null null,<i>Unknown</i>,,Baltimore,Baltimore County,MD,No,No,No,<i>Unknown</i>,John Talbot,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Atkins,Susan,<i>None/Unknown</i>,Female,40,Black,null,null,1854,null 1854,1854,,Eatontown,Chowan County,NC,No,No,No,Schooner,"Elias Heines, Esq.",<i>None/Unknown</i>,"Eatontown, NC",-76.607717,36.06776
Pitts,Catherine,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,15,11,1855,Nov 1855,"November 15, 1855",11/15/1855,Revel's Neck,Somerset County,MD,No,Yes,No,<i>Unknown</i>,Henry Miles,<i>None/Unknown</i>,"Revel's Neck, MD",-76.52126,39.04341
Gray,Mary,<i>None/Unknown</i>,Female,14,Mulatto,4,7,1856,Jul 1856,"July 4, 1856",7/4/1856,North Point,Baltimore County,MD,No,No,No,<i>Unknown</i>,Henry Jones,<i>None/Unknown</i>,"North Point, MD",-76.47745,39.27692
Little,Nancy,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,20,11,1855,Nov 1855,"November 20, 1855",11/20/1855,Portsmouth,Norfolk County,VA,No,Yes,No,Steamer,James Ray,<i>None/Unknown</i>,"Portsmouth, VA",-76.29771,36.83273
Woofley,Lavina,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1857,null 1857,1857,,Portsmouth,Norfolk County,VA,Yes,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Portsmouth, VA",-76.29771,36.83273
Collins,Mary Ellen,<i>None/Unknown</i>,Female,20,Black,null,null,1857,null 1857,1857,,Portsmouth,Norfolk County,VA,No,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Portsmouth, VA",-76.29771,36.83273
Scott,Anna,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,12,1855,Dec 1855,December 1855,,Portsmouth,Norfolk County,VA,No,No,No,Skiff,<i>Unknown</i>,<i>None/Unknown</i>,"Portsmouth, VA",-76.29771,36.83273
Thompson,Charity,<i>None/Unknown</i>,Female,12,<i>Unknown</i>,null,7,1856,Jul 1856,July 1856,,Portsmouth,Norfolk County,VA,No,Yes,No,<i>Unknown</i>,William H. Wilson,<i>None/Unknown</i>,"Portsmouth, VA",-76.29771,36.83273
Stephenson,Mary,<i>None/Unknown</i>,Female,20,Black,null,null,1857,null 1857,1857,,Norlf,Norfolk County,VA,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Norlf, VA",-76.285873,36.850769
Dorsey,Anna,<i>None/Unknown</i>,Female,22,Mulatto,4,8,1856,Aug 1856,"August 4, 1856",8/4/1856,Norfolk,Norfolk County,VA,No,No,No,<i>Unknown</i>,John Halters,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Parker,Lydia Ann,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,14,11,1856,Nov 1856,"November 14, 1856",11/14/1856,Norfolk,Norfolk County,VA,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Shepherd,Harriet,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,8,11,1855,Nov 1855,"November 8, 1855",11/8/1855,Norfolk,Norfolk County,VA,No,Yes,No,Steamer,Mrs. Sanders,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Airs,Sarah,<i>None/Unknown</i>,Female,25,<i>Unknown</i>,26,10,1854,Oct 1854,"October 26, 1854",10/26/1854,Norfolk,Norfolk County,VA,No,No,No,<i>Unknown</i>,Benjamin Smith,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Johnson,Helen,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,2,9,1853,Sept 1853,"Septembert 2, 1853",9/2/1853,Norfolk,Norfolk County,VA,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Wright,Elizabeth,<i>None/Unknown</i>,Female,32,<i>Unknown</i>,null,null,1857,null 1857,1857,,Norfolk,Norfolk County,VA,No,Yes,No,<i>Unknown</i>,"James Saunders, Esq.",<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Rhoads,Sarah Elizabeth,<i>None/Unknown</i>,Female,17,Black,null,null,1857,null 1857,1857,,Norfolk,Norfolk County,VA,No,No,No,<i>Unknown</i>,Seth March,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Rister,Amarian Lucretia,<i>None/Unknown</i>,Female,21,Mulatto,null,null,1857,null 1857,1857,,Norfolk,Norfolk County,VA,No,No,No,Schooner,Turner & White,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Bivans,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1857,null 1857,1857,,Norfolk,Norfolk County,VA,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Bivans,Belinda,<i>None/Unknown</i>,Female,30,Black,null,null,1857,null 1857,1857,,Norfolk,Norfolk County,VA,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Robinson,Josephine,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,No,No,No,Schooner,"Peter March, Esq.",<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Dauphus,Etna Elizabeth,<i>None/Unknown</i>,Female,20,Black,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,No,No,No,Boat,Dr. Price,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Johns,Sue Ann,<i>None/Unknown</i>,Female,23,Black,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,Yes,No,No,<i>Unknown</i>,Jacob Shuster,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
William,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Norfolk,Norfolk County,VA,No,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Mills,Diana,<i>None/Unknown</i>,Female,57,<i>Unknown</i>,null,null,1860,null 1860,1860,,Norfolk,Norfolk County,VA,No,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Mills,Margaret,<i>None/Unknown</i>,Female,17,<i>Unknown</i>,null,null,1860,null 1860,1860,,Norfolk,Norfolk County,VA,No,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Mills,Susan,<i>None/Unknown</i>,Female,15,<i>Unknown</i>,null,null,1860,null 1860,1860,,Norfolk,Norfolk County,VA,No,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Buchanan,Jenny,<i>None/Unknown</i>,Female,45,Mulatto,null,null,1860,null 1860,1860,,Norfolk,Norfolk County,VA,No,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Stewart,Susan,<i>None/Unknown</i>,Female,<i>Unknown</i>,Black,null,null,null,null null,<i>Unknown</i>,,Norfolk,Norfolk County,VA,No,Yes,No,<i>Unknown</i>,The Trader Hall,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Millburn,Mary,Louisa F. Jones,Female,<i>Unknown</i>,<i>Unknown</i>,null,5,1858,May 1858,May 1858,,Norfolk,Norfolk County,VA,No,No,No,<i>Unknown</i>,Henry Handy,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Viney,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,Abingdon,Harford County,MD,No,No,No,<i>Unknown</i>,Mrs. Delinas,<i>None/Unknown</i>,"Abingdon, MD",-76.27846,39.46367
Williams,Elizabeth,<i>None/Unknown</i>,Female,20,Black,null,null,1857,null 1857,1857,,Abingdon,Harford County,MD,No,No,No,<i>Unknown</i>,Mrs. Elizabeth Brown,$500 ,"Abingdon, MD",-76.27846,39.46367
Jackson,Wilhelmina,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,11,1858,Nov 1858,November 1858,,Tanner's Creek,Norfolk County,VA,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Tanner's Creek, VA",-76.25022,36.91737
Francis,Elizabeth,Ellen Saunders,Female,22,Mulatto,null,10,1854,Oct 1854,October 1854,,Tanners Creek,Norfolk County,VA,No,No,No,Boat,John & Henry Holland,<i>None/Unknown</i>,"Tanners Creek, VA",-76.25022,36.91737
Dunagan,Sarah,Anna Elizabeth Kingslow,Female,18,Mulatto,30,1,1855,Jan 1855,"January 30, 1855",1/30/1855,Perrymanville,Cecil County,MD,No,No,No,<i>Unknown</i>,Rebecca Davidge,<i>None/Unknown</i>,"Perrymanville, MD",-76.2044,39.46955
Brown,Harriet,Jane Wooton,Female,<i>Unknown</i>,<i>Unknown</i>,3,4,1853,Apr 1853,"April 3, 1853",4/3/1853,Hoopesville,Dorchester County,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Hoopesville, MD",-76.18293,38.26493
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,24,8,1854,Aug 1854,"August 24, 1854",8/24/1854,Hoopesville,Dorchester County,MD,No,No,No,<i>Unknown</i>,George Morgan,<i>None/Unknown</i>,"Hoopesville, MD",-76.18293,38.26493
Hall,Rebecca,<i>None/Unknown</i>,Female,17,<i>Unknown</i>,4,8,1855,Aug 1855,"August 4, 1855",8/4/1855,Hoopesville,Dorchester County,MD,No,No,No,<i>Unknown</i>,John Burnham,<i>None/Unknown</i>,"Hoopesville, MD",-76.18293,38.26493
Amos,Mary Ellen,Mary Ellen Johnson,Female,<i>Unknown</i>,<i>Unknown</i>,12,5,1854,May 1854,"May 12, 1854",5/12/1854,Port Deposit,<i>County Unknown</i>,null,No,No,No,<i>Unknown</i>,Washington Glasby,<i>None/Unknown</i>,"Port Deposit, MD",-76.11466,39.60386
Bird,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,4,7,1856,Jul 1856,"July 4, 1856",7/4/1856,Havre de Grace,Harford County,MD,No,No,No,<i>Unknown</i>,Jacob Hoag,<i>None/Unknown</i>,"Havre de Grace, MD",-76.09566,39.54867
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,31,5,1856,May 1856,"May 31, 1856",5/31/1856,Havre de Grace,Harford County,MD,No,No,No,<i>Unknown</i>,George C. Davis,<i>None/Unknown</i>,"Havre de Grace, MD",-76.09566,39.54867
Smith,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1858,null 1858,1858,,Georget'n Crossroads,Kent County,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Georget'n Crossroads, MD",-76.090508,39.263348
Hill,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,Cambridge,Dorchester County,MD,No,No,No,<i>Unknown</i>,John Campbell Henry,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Bell,Sarah Jane,<i>None/Unknown</i>,Female,25,Mulatto,null,null,null,null null,<i>Unknown</i>,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Robert Calender,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Young,Anna Elizabeth,<i>None/Unknown</i>,Female,24,Black,null,null,null,null null,<i>Unknown</i>,,Cambridge,Dorchester County,MD,No,No,No,Foot,Samuel Count,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Young,Sarah Catharine,<i>None/Unknown</i>,Female,19 mos,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Samuel Count,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Houston,Maria Jane,<i>None/Unknown</i>,Female,21,Black,null,8,1855,Aug 1855,August 1855,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Tonnell,Rose Anna,Maria Hide,Female,<i>Unknown</i>,<i>Unknown</i>,null,12,1853,Dec 1853,December 1853,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Johnson,Jane,<i>None/Unknown</i>,Female,<i>Unknown</i>,Black,null,7,1855,Jul 1855,July 1855,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Reuben E. Phillips,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Jackson,Frances,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,11,1858,Nov 1858,November 1858,,Cambridge,Dorchester County,MD,No,No,No,<i>Unknown</i>,William B. Dale,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Williams,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,30,4,1856,Apr 1856,"April 30, 1856",4/30/1856,Perryville,Caroline County,MD,No,No,No,Foot,Benjamin Sylves,<i>None/Unknown</i>,"Perryville, MD",-76.07142,39.56008
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,3,3,1854,Mar 1854,"March 3, 1854",3/3/1854,Chestertown,Kent County,MD,No,No,No,Foot,Major James H. Gales,"$1,200 ","Chestertown, MD",-76.06615,39.2131
Scott,Hetty,Margaret Duncans,Female,<i>Unknown</i>,<i>Unknown</i>,25,11,1853,Nov 1853,"November 25, 1853",11/25/1853,Chestertown,Kent County,MD,No,No,No,Horse & Wagon,<i>Unknown</i>,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Scott,Priscilla,Priscilla Duncans,Female,<i>Unknown</i>,<i>Unknown</i>,25,11,1853,Nov 1853,"November 25, 1853",11/25/1853,Chestertown,Kent County,MD,No,No,No,Horse & Wagon,<i>Unknown</i>,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Dobson,Henrietta,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,17,10,1857,Oct 1857,"October 17, 1857",10/17/1857,Chestertown,Kent County,MD,Yes,No,No,Railroad,John Dwa,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Peters,Hannah,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,17,10,1857,Oct 1857,"October 17, 1857",10/17/1857,Chestertown,Kent County,MD,Yes,No,No,Railroad,Sarah Maria Perkins,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Anthony,Leah,<i>None/Unknown</i>,Female,28,<i>Unknown</i>,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,Bucktown,Dorchester County,MD,No,No,No,<i>Unknown</i>,Eliza Ann Brodins,<i>None/Unknown</i>,"Bucktown, MD",-76.05248,38.45695
Anthony,Mary Ellen,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,Bucktown,Dorchester County,MD,No,No,No,<i>Unknown</i>,Eliza Ann Brodins,<i>None/Unknown</i>,"Bucktown, MD",-76.05248,38.45695
Bowler,Nancy,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1858,null 1858,1858,,Bucktown,Dorchester County,MD,No,No,No,Foot,Richard Meredith,<i>None/Unknown</i>,"Bucktown, MD",-76.05248,38.45695
Ennis,Mary,Licia Hemmin,Female,33,<i>Unknown</i>,10,3,1854,Mar 1854,"March 10, 1854",3/10/1854,Newton,Somerset County,MD,No,No,No,<i>Unknown</i>,Nathaniel Dixon,<i>None/Unknown</i>,"Newton, MD",-75.92852,38.75703
Shepherd,Mary Ann,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,8,11,1855,Nov 1855,"November 8, 1855",11/8/1855,Cecil Cross Roads,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Cecil Cross Roads, MD",-75.86744,39.404
Clark,Emily,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,1,10,1855,Oct 1855,"October 1, 1855",10/1/1855,Cecil Cross Roads,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,Mrs. Ann Elizabeth Lushy,<i>None/Unknown</i>,"Cecil Cross Roads, MD",-75.86744,39.404
Grigby,Mary Elizabeth,Elizabeth Boyer,Female,24,Black,24,12,1855,Dec 1855,"December 24, 1855",12/24/1855,Elkton,Cecil County,MD,No,No,No,<i>Unknown</i>,Samuel Smith,<i>None/Unknown</i>,"Elkton, MD",-75.83041,39.60923
Camp,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1853,null 1853,1853,,Elkton,Cecil County,MD,No,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Elkton, MD",-75.83041,39.60923
Johnson,Harriet,Harriet Gilbert,Female,25,<i>Unknown</i>,28,7,1856,Jul 1856,"July 28, 1856",7/28/1856,Cecil,Cecil County,MD,Yes,No,No,<i>Unknown</i>,George Ford,<i>None/Unknown</i>,"Cecil, MD",-75.783064,39.601584
Cole,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,23,3,1856,Mar 1856,"March 23, 1856",3/23/1856,Newark,New Castle County,DE,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Newark, DE",-75.76162,39.67819
Hill,Alice,<i>None/Unknown</i>,Female,<i>Unknown</i>,Mulatto,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,Horses Crossroads,<i>County Unknown</i>,DE,No,No,No,<i>Unknown</i>,Lewis N. Wright,<i>None/Unknown</i>,"Horses Crossroads, DE",-75.67799,38.70873
Wilkins,Lucinda,<i>None/Unknown</i>,Female,21,Black,null,null,1859,null 1859,1859,,Seaford,Sussex County,DE,No,No,No,<i>Unknown</i>,Samuel Lewis,<i>None/Unknown</i>,"Seaford, DE",-75.60905,38.64374
Bennett,<i>Unknown</i>,<i>None/Unknown</i>,Female,1 mos,<i>Unknown</i>,1,6,1855,Jun 1855,"June 1, 1855",6/1/1855,Laurel,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Kendall Major Llewis,<i>None/Unknown</i>,"Laurel, DE",-75.56292,38.55627
Bennett,Martha,Martha Washington,Female,27,<i>Unknown</i>,1,6,1855,Jun 1855,"June 1, 1855",6/1/1855,Laurel,Sussex County,DE,No,No,No,<i>Unknown</i>,Kendall Major Llewis,<i>None/Unknown</i>,"Laurel, DE",-75.56292,38.55627
