Lname,Fname,Alias,Gender,Age,Color,Day,Month,Year,Date,FullDate,TimelineDate,City,County,State,Children,Literate,Armed,Transportation,Enslaver,Reward,CityState,Long,Lat
Burton,Hale,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
Sipple,Mary Ann,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
Sipple,Thomas,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
Ennets,<i>Unknown</i>,<i>None/Unknown</i>,<i>Unknown</i>,3 mos,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
Shepherd,Edwin,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,8,11,1855,Nov 1855,"November 8, 1855",11/8/1855,Georgetown,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Isaac Tom,<i>None/Unknown</i>,"Georgetown, DE",-75.38674,38.69072
Stewart,Mary Eliza,<i>None/Unknown</i>,Female,8,<i>Unknown</i>,null,null,1857,null 1857,1857,,Georgetown,Sussex County,DE,Yes,No,No,<i>Unknown</i>,John Ennis,<i>None/Unknown</i>,"Georgetown, DE",-75.38674,38.69072
Stewart,Harriet,<i>None/Unknown</i>,Female,29,Black,null,null,1857,null 1857,1857,,Georgetown,Sussex County,DE,Yes,No,No,<i>Unknown</i>,John Ennis,<i>None/Unknown</i>,"Georgetown, DE",-75.38674,38.69072
Bailey,William,<i>None/Unknown</i>,Male,<i>Unknown</i>,Black,15,11,1856,Nov 1856,"November 15, 1856",11/15/1856,Eastern Shore,<i>County Unknown</i>,MD,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Eastern Shore, MD",-75.170596,38.249564
Ross,George,John Brown,Male,26,<i>Unknown</i>,29,12,1854,Dec 1854,"December 29, 1854",12/29/1854,null,<i>County Unknown</i>,null,Yes,No,No,<i>Unknown</i>,William H. Hyson,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Thompson,William,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,29,12,1854,Dec 1854,"December 29, 1854",12/29/1854,null,<i>County Unknown</i>,null,Yes,No,No,<i>Unknown</i>,William H. Hyson,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Gardener,Priscilla,<i>None/Unknown</i>,Female,30,Black,null,null,1858,null 1858,1858,,null,<i>County Unknown</i>,null,Yes,No,No,<i>Unknown</i>,Edward C. Dyer,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Hall,Edward,<i>None/Unknown</i>,Male,20,<i>Unknown</i>,null,null,1859,null 1859,1859,,null,<i>County Unknown</i>,null,Yes,No,No,<i>Unknown</i>,Edward C. Dyer,<i>None/Unknown</i>,<i>Unknown</i>,0,0
